15:22:19.749 INFO    thonny: Thonny version: 4.0.1
15:22:19.750 INFO    thonny: cwd: /home/pi
15:22:19.762 INFO    thonny: original argv: ['/usr/bin/python3', '/usr/bin/thonny', '/home/pi/Documents/IHM/sliderled.py']
15:22:19.763 INFO    thonny: sys.executable: /usr/bin/python3
15:22:19.763 INFO    thonny: sys.argv: ['/usr/bin/thonny', '/home/pi/Documents/IHM/sliderled.py']
15:22:19.763 INFO    thonny: sys.path: ['/usr/bin', '/usr/lib/python39.zip', '/usr/lib/python3.9', '/usr/lib/python3.9/lib-dynload', '/home/pi/.local/lib/python3.9/site-packages', '/usr/local/lib/python3.9/dist-packages', '/usr/lib/python3/dist-packages', '/usr/lib/python3.9/dist-packages']
15:22:19.763 INFO    thonny: sys.flags: sys.flags(debug=0, inspect=0, interactive=0, optimize=0, dont_write_bytecode=0, no_user_site=0, no_site=0, ignore_environment=0, verbose=0, bytes_warning=0, quiet=0, hash_randomization=1, isolated=0, dev_mode=False, utf8_mode=0)
15:22:22.971 INFO    thonny.plugins.cpython_frontend.cp_front: Creating LocalCPythonProxy
15:22:22.973 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/pi'] /home/pi
15:22:25.095 INFO    thonny: TIME/MODS 5.362 Before Run (+166 modules)
15:22:25.096 INFO    thonny: NEW MODS ['_bisect', '_blake2', '_ctypes', '_datetime', '_hashlib', '_posixsubprocess', '_queue', '_random', '_sha512', '_socket', '_ssl', '_tkinter', 'array', 'base64', 'bisect', 'calendar', 'ctypes', 'ctypes._endian', 'datetime', 'email._encoded_words', 'email._parseaddr', 'email._policybase', 'email.base64mime', 'email.charset', 'email.encoders', 'email.errors', 'email.feedparser', 'email.header', 'email.iterators', 'email.message', 'email.parser', 'email.quoprimime', 'email.utils', 'encodings.ascii', 'faulthandler', 'gettext', 'hashlib', 'http', 'http.client', 'locale', 'math', 'pkgutil', 'platform', 'queue', 'quopri', 'random', 'runpy', 'select', 'selectors', 'shlex', 'signal', 'socket', 'ssl', 'subprocess', 'tempfile', 'textwrap', 'thonny.assistance', 'thonny.ast_utils', 'thonny.backend', 'thonny.base_file_browser', 'thonny.codeview', 'thonny.config', 'thonny.config_ui', 'thonny.editor_helpers', 'thonny.editors', 'thonny.languages', 'thonny.memory', 'thonny.misc_utils', 'thonny.plugins', 'thonny.plugins.about', 'thonny.plugins.assistant_config_page', 'thonny.plugins.ast_view', 'thonny.plugins.autocomplete', 'thonny.plugins.backend', 'thonny.plugins.backend_config_page', 'thonny.plugins.base_syntax_themes', 'thonny.plugins.base_ui_themes', 'thonny.plugins.birdseye_frontend', 'thonny.plugins.calltip', 'thonny.plugins.cells', 'thonny.plugins.circuitpython', 'thonny.plugins.circuitpython.cirpy_front', 'thonny.plugins.clean_ui_themes', 'thonny.plugins.coloring', 'thonny.plugins.commenting_indenting', 'thonny.plugins.common_editing_commands', 'thonny.plugins.cpython_backend', 'thonny.plugins.cpython_backend.cp_back', 'thonny.plugins.cpython_frontend', 'thonny.plugins.cpython_frontend.cp_front', 'thonny.plugins.cpython_ssh', 'thonny.plugins.cpython_ssh.cps_front', 'thonny.plugins.debugger', 'thonny.plugins.dock_user_windows_frontend', 'thonny.plugins.editor_config_page', 'thonny.plugins.esp', 'thonny.plugins.ev3', 'thonny.plugins.event_logging', 'thonny.plugins.event_view', 'thonny.plugins.files', 'thonny.plugins.find_replace', 'thonny.plugins.general_config_page', 'thonny.plugins.goto_definition', 'thonny.plugins.heap', 'thonny.plugins.help', 'thonny.plugins.highlight_names', 'thonny.plugins.locals_marker', 'thonny.plugins.microbit', 'thonny.plugins.micropython', 'thonny.plugins.micropython.mp_common', 'thonny.plugins.micropython.mp_front', 'thonny.plugins.micropython.uf2dialog', 'thonny.plugins.misc_analyzers', 'thonny.plugins.mypy', 'thonny.plugins.notes', 'thonny.plugins.object_inspector', 'thonny.plugins.outline', 'thonny.plugins.paren_matcher', 'thonny.plugins.pgzero_frontend', 'thonny.plugins.pi', 'thonny.plugins.pip_gui', 'thonny.plugins.prime_inventor', 'thonny.plugins.printing', 'thonny.plugins.pylint', 'thonny.plugins.pylint.messages', 'thonny.plugins.pythontutor', 'thonny.plugins.remove_old_data_dir', 'thonny.plugins.replayer', 'thonny.plugins.rp2040', 'thonny.plugins.rpi_pico', 'thonny.plugins.run_debug_config_page', 'thonny.plugins.shell_config_page', 'thonny.plugins.shell_macro', 'thonny.plugins.statement_boxes', 'thonny.plugins.stdlib_error_helpers', 'thonny.plugins.system_shell', 'thonny.plugins.terminal_config_page', 'thonny.plugins.theme_and_font_config_page', 'thonny.plugins.thonny_folders', 'thonny.plugins.todo_view', 'thonny.plugins.tomorrow_syntax_theme', 'thonny.plugins.variables', 'thonny.roughparse', 'thonny.rst_utils', 'thonny.running', 'thonny.shell', 'thonny.terminal', 'thonny.tktextext', 'thonny.token_utils', 'thonny.ui_utils', 'thonny.workbench', 'thonny.workdlg', 'tkinter', 'tkinter.commondialog', 'tkinter.constants', 'tkinter.dialog', 'tkinter.filedialog', 'tkinter.font', 'tkinter.messagebox', 'tkinter.simpledialog', 'tkinter.ttk', 'urllib.error', 'urllib.request', 'urllib.response', 'uu', 'webbrowser']
15:22:27.785 INFO    thonny: TIME/MODS 2.690 After Run 
15:23:25.182 WARNING thonny.ui_utils: Zenity returned code 1 and stderr ''
15:23:25.184 INFO    thonny.editors: Save dialog returned None with typevariable ''
15:23:25.799 INFO    thonny: TIME/MODS 58.014 Before Run 
15:23:25.822 INFO    thonny.running: Killing backend process
15:23:25.823 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/pi'] /home/pi
15:23:25.832 INFO    thonny.running: Reader got EOF
15:23:25.849 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from tkinter import *\nimport RPi.GPIO as GPIO\n\nGPIO.setmode(GPIO.BOARD)\nGPIO.setup(37, GPIO.OUT)\npwm = GPIO.PWM(37, 100)\npwm.start(0)\n\ndef update_duty_cycle(duty_cycle):\n    pwm.ChangeDutyCycle(duty_cycle)\n\nroot = Tk()\nroot.title("Contrôle d\'intensité LED")\nroot.geometry("400x200")\n\nslider = Scale(root, from_=0, to=100, orient=HORIZONTAL, command=update_duty_cycle)\nslider.pack(pady=20)\n\nroot.mainloop()\n\nGPIO.cleanup()\n', name='Run', argv=[], id='cmd_9', local_cwd='/home/pi')
15:23:25.874 INFO    thonny: TIME/MODS 0.075 After Run 
